title,price,location,bedrooms,bathrooms,sqft,url,post_id,posted_date,updated_date,address,latitude,longitude,housing_type,laundry,parking,description,attributes,image_count
"24-Hour Emergency Maintenance, Air Conditioner, Picnic Area","$1,545",,1,,750,https://sfbay.craigslist.org/eby/apa/d/vallejo-24-hour-emergency-maintenance/7925229828.html,7925229828,2026-04-02T13:07:25-0700,,19 Panorama Drive near Tuolumne Street,38.124626,-122.237527,apartment,laundry on site,carport,"Beds: 1 Baths: 1 Square Feet: 750 Follow This Link for More Information: https://VaughnManagementGroup.rentdiscover.com/ci9nxd LIFE JUST GOT BETTER Call Now - show contact info x 113 OR Text 113 to show contact info to text with us. Community Info Our garden-style apartment homes offer large One and Two Bedroom floorplans. Nestled in Vallejo CA, Holiday Gardens Apartments offers a relaxed environment set among elegant landscaped gardens. Choose from our spacious one or two bedroom floor plans, with modern finishes and upgraded appliances. Residence Features ✩  Camera Security System ✩  Walk-in Closet (Select Floorplans) ✩  Air Conditioner ✩  Flooring Upgrade ✩  Stainless Steel Appliances ✩  Balcony ✩  Washer/Dryer (Select Units) ✩  Private Balcony ✩  Bathroom Community Features ✩  24 Hour Laundry Facilities ✩  Rentable Space ✩  Picnic Area ✩  On-Site Maintenance ✩  24-Hour Emergency Maintenance ✩  Online Payments Available Pet Policy Holiday Gardens is a dog and cat friendly community. No more than 2 pets allowed per apartment. All animals must be neutered or spayed and be registered with the office. A $500.00 deposit is required for the 1st pet, $250 deposit for the second pet. Monthly pet rent is $50 per pet. Dogs must be no more than 65lbs. Breed restrictions apply. Office Hours Monday-Friday: 8:30AM-5:00PM Saturday: 12:00PM-5:00PM Equal Housing Opportunity U6MO9zEL",1BR / 1Ba | 750ft2 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | laundry on site | carport | wheelchair accessible | air conditioning,11
"Fitness Center, Vaulted Ceiling, Walk-in Closets, Playground","$2,551",,2,,934,https://sfbay.craigslist.org/sby/apa/d/san-jose-fitness-center-vaulted-ceiling/7925229826.html,7925229826,2026-04-02T13:07:24-0700,,200 Lewis Road near Monterey Road,37.292525,-121.845123,apartment,,carport,"Beds: 2 Baths: 2 Square Feet: 934 Interested in more information? Visit link below: https://fpi.touraptnow.com/ilyuzu Welcome Home to Summer Breeze Call Now - show contact info x 52 OR Text 52 to show contact info for more information. Community Info Find your new home at Summer Breeze Apartments. You'll find this community on Lewis Rd in San Jose. Compare 1 to 3 bedroom floor plans then schedule a visit to see them in person. The professional leasing team will assist you in finding your new home. Give us a Call Now to learn more about our community. Residence Features ✩  Dishwasher ✩  Dual Pane Windows ✩  High Speed Internet Access ✩  Washer/Dryer ✩  Window Coverings ✩  Heating ✩  Vaulted Ceiling ✩  Views ✩  Dining Room ✩  Microwave ✩  Smoke Free ✩  Ceiling Fans ✩  Cable Ready ✩  Air Conditioning ✩  Walk-in Closets ✩  Disposal ✩  Balcony/Patio Community Features ✩  Courtyard ✩  Clubhouse ✩  Storage Space ✩  Playground ✩  Maintenance on site ✩  Public Transportation ✩  Online Services ✩  Grill ✩  Gated ✩  Fitness Center ✩  Business Center ✩  On-Site Retail ✩  Spa ✩  Elevator ✩  Laundry Facilities ✩  Planned Social Activities ✩  Property Manager on Site Pet Policy No pets Income Requirements 1x1 - 639 Sq. Ft. $2,281.00 2x2 - 934 Sq. Ft. $2,551.00 3x2 - 1,036 Sq. Ft. $2821.00 Deposit: $1,000 - up to 1 month's rent Holding Fee: $500 App Fee: $25 per adult/application Minimum income must be 2x the rent (total gross household income) We accept s8 vouchers Office Hours Monday-Friday: 9:00AM-5:00PM Equal Housing Opportunity pW3BH7fC0",2BR / 2Ba | 934ft2 | rent period: | monthly | apartment | w/d hookups | carport | wheelchair accessible | air conditioning,6
"Pantry, Covered Parking, Walk In Closets","$2,037",,2,,1030,https://sfbay.craigslist.org/eby/apa/d/san-pablo-pantry-covered-parking-walk/7925229641.html,7925229641,2026-04-02T13:06:53-0700,,15690 Crestwood Drive near San Pablo Ave,37.992505,-122.330703,apartment,laundry on site,carport,"Hilltop Commons 15690 Crestwood Drive, San Pablo, CA, 94806 Interested in more information? See link below: https://Fairfield-apts.com/kgxmq1 Call Now - show contact info x 82 OR Text 82 to show contact info to text our team. Welcome Home to Hilltop Commons! 2 Bedroom, 2 Bath | Approximately 1030 Sq. Ft. Community Info: Sitting among the hills of San Pablo, Hilltop Commons Apartments speak for themselves – views for days. Our 1 and 2 bedroom affordable apartment homes make it easy to live comfortably with a fully equipped kitchen, cozy fireplace, and walk-in closets. Looking to get out for the day? No worries, we are within walking distance of public transportation, parks, and shopping centers. We've got you covered. Hilltop Commons is pleased to offer affordable living options (income restrictions apply). Unit Highlights ✧  Ceiling Fans ✧  Pantry ✧  Fireplace [ 1 ] ✧  Cable Ready ✧  Walk In Closets [ 1 ] ✧  Microwave ✧  Refrigerator ✧  Private Balcony or Patio ✧  Stove ✧  Dishwasher 1. Only Available in Select Apartments Community Highlights ✧  Less Than 1.5 Miles To The Shops At Hilltop ✧  Laundry Facilities ✧  Spa ✧  Private Attached/detached Garages Available ✧  Easy Access To Public Transportation ✧  Within Walking Distance To Bay Vista Park ✧  Transitioning To A Smoke-free Community ✧  Controlled Entry Access ✧  Two Pools ✧  Virtual Moving Concierge – Complimentary Address Change, Set Up Home Services And Digital Moving Announcements ✧  Views Of San Pablo Bay ✧  Covered Parking Office Hours Monday-Tuesday: 10:00AM-6:00PM Wednesday: 11:00AM-6:00PM Thursday-Friday: 10:00AM-6:00PM Pet Policy Pets are not allowed. Photos on this ad may not reflect all floorplans. Advertised pricing and availability are subject to change without notice and cannot be guaranteed. Equal Housing Opportunity 6Z5eObwvCMSE",2BR / 2Ba | 1030ft2 | rent period: | monthly | apartment | laundry on site | carport | wheelchair accessible,11
"Complimentary, Free Wi-Fi in all Common Areas, Lobby Lounge",,,2,,1001,https://sfbay.craigslist.org/sby/apa/d/san-jose-complimentary-free-wi-fi-in/7925229600.html,7925229600,2026-04-02T13:06:49-0700,,138 Balbach Street near Market St and Almaden Blvd.,37.328343,-121.886997,apartment,,attached garage,"The Ryden 138 Balbach Street, San Jose, CA, 95110 Call Now - show contact info x 98 OR Text 98 to show contact info to chat! Want more info? See the link below: https://greystar.leasehomenow.com/4mfv6a The Ryden, Modern San Jose Living 2 bedroom | 2 bath | 1001 square feet Features ✓  Schlage Keyless Fob Entry in Every Unit ✓  Private Balcony for Every Unit ✓  Eco Quartz Countertops ✓  Movable Multifunctional Industrial Kitchen Islands in Select Units ✓  Kitchen Pantry in Select Units ✓  Hardwood Style Flooring Throughout Apartment Home ✓  Full-Size Front Load Whirlpool Washer & Dryer ✓  Oversized Showers and Double Vanities in Primary Bath & Select One Bedrooms ✓  Cat-5, Fiber Optic with Fiber Speed for Both AT&T and Comcast ✓  NEST Thermostats in Select Units - Central Heating & Air Every Unit ✓  Wild Oak German Cabinets ✓  First Floor Units Have Patio Porch ✓  Top-of-the-line Stainless Steel Whirlpool Appliances Community Features ✓  Lobby Lounge ✓  BBQ Grilling Station with Bar and Seating ✓  Professional On-Site Management ✓  EV Charging Available ✓  Clubhouse Lounge with Kitchen and Billiards ✓  Secure Covered Basement Assigned Parking ✓  Trash & Recycle Chutes on Every Floor ✓  Complimentary Bike Storage ✓  Secure Access Entry Points Throughout Building ✓  Two Centrally Located Elevators ✓  Outdoor Covered Lounge with Fireplace and Games ✓  Fitness Center / Gym ✓  Complimentary, Free Wi-Fi in all Common Areas ✓  Position Imaging Smart Package Station ✓  Gated Dog Park ✓  Controlled Access Entrance to Central Lobby with Mailboxes ✓  Indoor and Outdoor Co-Working Spaces ✓  Professional On-Site Maintenance Community Info Located in Downtown San Jose are modern apartments surrounded by an urban environment. Choose from our one, two, and three-bedroom apartment homes to suit your lifestyle. The Ryden apartments in Downtown San Jose, CA, offers luxury for lease residences walking distance to great dining, transit, adjacent to freeways, parks, museums, and theaters.",2BR / 2Ba | 1001ft2 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d in unit | attached garage | no smoking | air conditioning | EV charging,11
Exclusive / w/ Reserved Parking & Easy Hwy Access,"$3,160",,2,,773,https://sfbay.craigslist.org/nby/apa/d/sausalito-exclusive-reserved-parking/7925229519.html,7925229519,2026-04-02T13:06:35-0700,,401 Sherwood Drive,37.875826,-122.514985,apartment,,carport,"This is a 2 Bedroom, 1 Bath, Approximately 773 Sq. Ft. Use this link for more information: https://greystar.leasehomenow.com/h5yxeg Call Now - show contact info x 77 OR Text 77 to show contact info to text with us. Effortless Living Within Reach Total Monthly Leasing Price (TMLP) $3,160.88 (13-month lease) Community Info: Smart Living with Resort-Style Amenities: Upgrade your lifestyle at Summit at Sausalito, where our homes are equipped with smart lock technology, energy-efficient appliances, and private balconies or patios in select units. Enjoy community features like a heated pool and spa, outdoor grilling areas, and a fire pit for your relaxation and entertainment. With flexible rental rates through our Essential Housing program, luxury living is within reach. Features: ‣  Sweeping Bay Views ‣  Pet-Friendly Units ‣  Large Windows with Natural Light ‣  Quartz Countertops ‣  In Unit Washer and Dryer ‣  Private Patios and Balconies* ‣  Dishwasher ‣  Carpeting in Bedrooms ‣  Vaulted Ceilings ‣  Stainless Steel Energy Efficient Appliances ‣  Cable Ready ‣  Ceiling Fans ‣  Smart Locks with Latch ‣  Wood-Style Flooring ‣  High Speed Internet Access Community Amenities: ‣  Outdoor Grilling Area ‣  Flexible Rental Rates in Accordance with Essential Housing Qualification ‣  Smoke-Free Community ‣  11 Electric Vehicle Charging Stations ‣  Assigned Parking Spaces ‣  Professionally Managed with Dedicated Staff ‣  Online Payments Available ‣  Covered Parking Space ‣  Package Service with Notifications ‣  Carport ‣  Portal for Payments & Maintenance Requests ‣  Split Rent into Two Payments with Flex ‣  8-minute Drive to San Francisco ‣  Self-Guided Tours Powered by Tour24 ‣  Fitness Center ‣  Easy Highway and Transit Access ‣  Scenic Bay Views ‣  Furnished Apartments Available Through Cort ‣  Security Cameras ‣  Heated Swimming Pool & Spa ‣  Outdoor Fire Pits Pet Policy: We welcome two pets per apartment home. Cats, dogs, fish, and caged birds are welcome, while poisonous and",2BR / 1Ba | 773ft2 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d in unit | carport | no smoking,8
"Washer/Dryer in Unit, Private Garage, Pet Friendly! 1 Month Free Rent!","$2,855",,2,,875,https://sfbay.craigslist.org/eby/apa/d/danville-washer-dryer-in-unit-private/7923558452.html,7923558452,2026-03-25T16:21:43-0700,2026-04-02T13:05:19-0700,802 Camino Ramon,37.811407,-121.991478,apartment,,detached garage,"Welcome Home to Rose Garden Rose Garden Village houses 55 apartment homes and is pet friendly. Our community is two stories and your home will come with a private garage. We are located behind the Rose Garden Shopping Center that offers anything you could ask for- Starbucks, beauty salon, restaurants, gym and a garden center! Our community has freeway accessibility, a bus stop that will take you to Bart and your very own private entry to the Iron Horse Trail! You are minutes from down town Danville and will have anything you need at your finger tips. Call or Text Now: show contact info Interested In This Unit? This is a 2 Bedroom, 2 Bath, approximately 875 Sq. Ft. Features - Ice Maker - Kitchen - Range - Ceiling Fans - Disposal - Dishwasher - Microwave - Cable Ready - Freezer - Tile Floors - Refrigerator - Sprinkler System - Wheelchair Accessible (Rooms) - Air Conditioning - Double Pane Windows - Granite Countertops - High Speed Internet Access - Heating - Vinyl Flooring - Double Vanities - Carpet - Smoke Free - Oven - Tub/Shower - Washer/Dryer - In Unit - Crown Molding - Storage Units - Family Room - Dining Room Community Amenities - Patio - Lawn - Property Manager on site - Balcony - Deck - Courtyard - Pet Policy Dog/Cat Allowed: No aggressive dogs, 1 Pet limit, under 30#'s. - Driving Directions -From Dublin: HWY 680 North to Sycamore Valley Rd, turn right, then right onto Camino Ramon. Turn left into driveway between Compass Realty and Banfield Pet Hospital. Turn right into Rose Garden Village Apartment homes. -From Martinez take HWY 680 South to Sycamore Valley rd. Take Sycamore Valley rd to Camino Ramon turn right. Left into driveway between Compass Realty and Banfield Pet Hospital. First right into Rose Garden apartments. Office Hours Please call to schedule a showing Rose Garden Apartments 802 Camino Ramon, Danville, CA, 94526 Equal Housing Opportunity",2BR / 2Ba | 875ft2 | available now | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d in unit | detached garage | no smoking | air conditioning,13
"Downtown San Leandro 1 BR, 1 BA apt available for rent!","$2,524",,1,,585,https://sfbay.craigslist.org/eby/apa/d/san-leandro-downtown-san-leandro-br-ba/7925229328.html,7925229328,2026-04-02T13:06:05-0700,,100 Callan St. near East 14th street.,37.725529,-122.155676,apartment,,attached garage,"This is a 1 Bedroom, 1 Bath, Approximately 585 Sq. Ft. Use this link for more info: https://sares-regis.aptdetails.com/b05oqz Call Now - show contact info x 135 OR Text 135 to show contact info to contact our leasing team. Elevated Living This is What Home Feels Like Community Info: Welcome to Centro Callan, where the vibrant energy of San Leandro meets the calm of a peaceful retreat. Rooted in the rich history and diverse culture of the neighborhood, our community offers a harmonious blend of excitement and relaxation. Enjoy being steps away from dining, shopping, and entertainment while retreating to a quiet, modern apartment that feels like home. At Centro Callan, city convenience and small-town charm come together to create the perfect balance for your lifestyle. Schedule Your Hard Hat Tour Today! Move-ins Starting 5/1/25 Features: ‣  18"" bathtubs in showers ‣  Kitchen islands and peninsulas [ 1 ] ‣  Two distinct unit interior design schemes ‣  Studio, one-, two-, and three-bedroom units ‣  Quartz countertops and tiled backsplashes ‣  Energy-efficient Samsung stainless-steel appliances ‣  Full-size washer and dryer ‣  Oversized patios and courtyard balconies ‣  Walk-in closets ‣  Single basin kitchen sink with garbage disposal ‣  Wide plank flooring ‣  Polished chrome faucets and plumbing features ‣  USB-outfitted electrical outlets ‣  Individual apartment smart access control ‣  Heating and air conditioning ‣  Soft-close cabinets ‣  Double-paned windows 1. Available in select units Community Amenities: ‣  Closed-access garage ‣  Commissioned artworks with local artists ‣  Secured packages lockers ‣  Outdoor working nooks with electrical access ‣  Al fresco dining areas with BBQs and TVs ‣  Clubroom with ample seating and activity areas ‣  Garage parking ‣  Closed access community ‣  Business center with two conference rooms and workspaces ‣  Grass turf with outdoor games ‣  EV charging stations ‣  On-site retail: Sprouts Farmer's Market, Philz Coffee ‣  Curated",1BR / 1Ba | 585ft2 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d in unit | attached garage | no smoking | wheelchair accessible | air conditioning | EV charging,9
"Large Refrigerator, Soaring 9 Foot Ceilings, Garden Court","$1,931",,1,,660,https://sfbay.craigslist.org/sby/apa/d/san-jose-large-refrigerator-soaring/7925229324.html,7925229324,2026-04-02T13:06:04-0700,,2600 Nuestra Castillo St near E. Capital Express Way & S. Capital Avenue,37.369200,-121.820800,apartment,laundry on site,carport,"Beds: 1 Baths: 1 Square Feet: 660 Want more information on this unit? See link (below): https://amc.touraptnow.com/tvyx6r Your New Home Call Now - show contact info x 149 OR Text 149 to show contact info to text our team directly. Community Info Welcome to Monte Vista Senior Apartments, where convenience, style, and comfort enhance your retirement living experience. Our 55+ apartments in San Jose, CA, have everything you need to both live simply and thrive in a setting that naturally feels like home. Enjoy access to a variety of restaurants, shops, parks, and entertainment to get a taste of the vibrant neighborhood that surrounds you. Experience the perfect combination of nature and contemporary city life at our senior community that helps you make the most of the next phase of your life. Take advantage of nearby attractions like Overfelt Gardens, Rancho Del Pueblo Golf Course, and Alum Rock Park. After grabbing a bite at Cafe do Canto, El Pirrin, or Sushi Day, return to our friendly neighborhood for resort-style amenities and all the simple comforts of home. Choose Lilia for the thriving senior lifestyle you've been looking for. Residence Features ✩  Storage Amenities ✩  Soaring 9 Foot Ceilings ✩  Large Refrigerator ✩  Plush Carpeting ✩  Double Pane Windows ✩  Disposal ✩  Generous Closets ✩  Air Conditioning ✩  Beautiful Senior Community 55 and older ✩  High Speed Internet Connection ✩  Fully Accessorized Kitchens for Your Convenience ✩  Rich Maple Cabinetry ✩  Sliding Glass Doors Leading to Expansive Patios or Private Balconies ✩  Recessed Lighting Community Features ✩  On-Site Management ✩  Garden Court ✩  Gated Community ✩  On-Site Maintenance ✩  Private Washer Dryer Area ✩  24-hour Emergency Maintenance ✩  Community Room ✩  Secured Access Building ✩  Business Center with Wi-Fi Access Pet Policy Up to 2 pets per apartment. Breed restrictions do apply. Non refundable pet deposit. See your community office for more details. Income Requirements Must make 2.5 the mo",1BR / 1Ba | 660ft2 | rent period: | monthly | apartment | laundry on site | carport | no smoking | wheelchair accessible | air conditioning,11
"Stainless-Steel Appliances, Laundry Facilities, Playground","$3,184",,3,,1152,https://sfbay.craigslist.org/nby/apa/d/napa-stainless-steel-appliances-laundry/7925229088.html,7925229088,2026-04-02T13:05:24-0700,,2632 1st Street near Hwy 29,38.299408,-122.306810,apartment,laundry on site,carport,"Creekside Park 2632 1st Street, Napa, CA, 94558 Interested in more information? Visit link below: https://fpi.touraptnow.com/ivdw09 Call Now - show contact info x 45 OR Text 45 to show contact info for more information. Welcome To Creekside Park Apartments 3 Bedroom, 2 Bath | Approximately 1152 Sq. Ft. Community Info: Experience Refined Living in Napa Experience the exceptional at Creekside Park Apartments in Napa, California. Our modern, pet-friendly 1, 2 & 3 bedroom layouts offer elegant finishes and features that match your on-the-go lifestyle. Perfectly positioned in Napa County, stylishly appointed, and upscale in experience, Creekside Park Apartments redefines refined urban living. Unit Highlights ✧  Ceiling Fans ✧  Vinyl Flooring ✧  Dining Room ✧  Stainless-Steel Appliances ✧  High Speed Internet Access ✧  Air Conditioning ✧  Carpet ✧  Office Community Highlights ✧  Spa ✧  Sundeck ✧  Maintenance on site ✧  Laundry Facilities ✧  Pool ✧  Fitness Center ✧  Property Manager on Site ✧  Playground Equal Housing Opportunity SkV1a4MPy",3BR / 2Ba | 1152ft2 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | laundry on site | carport | no smoking | wheelchair accessible | air conditioning,14
"1/BD 1/BA, 9-Foot Ceilings, Package Receiving","$2,889",,1,,,https://sfbay.craigslist.org/eby/apa/d/berkeley-bd-ba-foot-ceilings-package/7925229043.html,7925229043,2026-04-02T13:05:17-0700,,2020 Kittredge St,37.867922,-122.269509,apartment,laundry on site,street parking,"2020 Kittredge St, Berkeley, CA 94704 If you’re looking for a place to hang your hat and kick back after another day of giving it your all, K Street Flats in Berkeley is the relaxing retreat you’ve been searching for. Our one and two bedroom apartment homes near downtown are the perfect place to rest and rejuvenate from your latest adventures in the great outdoors, at the office, or exploring all Berkeley has to offer. Our pet-friendly community is centered around convenience and unparalleled services that help you maximize the potential of each day. Learn More Apartment Features: Large Closets Views of the San Francisco Bay 9-Foot Ceilings Large Windows Warm, Neutral Interior Paint Scheme Wood-Style Flooring Sleek Quartz Countertops Custom Wood Cabinetry Community Features: Pet-Friendly w/ No Weight Restrictions Package Receiving Gated, Controlled Access Workspaces On-Site Laundry Facilities Private, Off-Street Parking Garage Outdoor BBQ Bicycle Storage Call: show contact info For more information, visit us at: https://livefpi.com/s3m6ravk/k-street-flats *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Contact us today for the most up-to-date information!",1BR / 1Ba | available now | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | laundry on site | street parking | no smoking | wheelchair accessible | air conditioning,10
"Online Payments Available, Private patios, Dining area","$2,035",,2,,871,https://sfbay.craigslist.org/eby/apa/d/pittsburg-online-payments-available/7925228963.html,7925228963,2026-04-02T13:05:04-0700,,1010 Power Ave near 1010 Power Ave,38.022052,-121.904173,apartment,laundry on site,carport,"Belmont Apartment Homes 1010 Power Ave, Pittsburg, CA, 94565 Need more information? Copy this link: https://Fairfield-apts.com/1gaolj Call Now - show contact info x 77 OR Text 77 to show contact info to text our team. BELMONT APARTMENT HOMES FIND YOUR NEW HOME IN PITTSBURG, CA 2 Bedroom, 1 Bath | Approximately 871 Sq. Ft. Community Info: Take a step away from the everyday at Belmont Apartment Homes. Tucked just off Railroad Avenue, Belmont offers comfortable, cozy 1 and 2 bedroom homes in the heart of Pittsburg, CA. Belmont Apartments is next to Highway 4 and one exit away from a BART station, just half a mile from Parkside Elementary and 3 miles from Pittsburg High, making it easy to get where you need to go. From the community features to in-home comforts such as fireplaces and private patios, Belmont offers comfortable affordable housing. Amenities include leisure pool, oversized closets, and central heating and air conditioning. Belmont Apartment Homes is pleased to offer affordable living options. Income restrictions apply. Unit Highlights ✧  Private patios ✧  Dishwasher ✧  Oversized closets ✧  Refrigerator ✧  Fireplaces [ 1 ] ✧  Central heating and air conditioning ✧  Vaulted ceilings [ 1 ] ✧  Newly renovated kitchens with easy-care wood-look flooring ✧  Cable and high-speed Internet available ✧  Dining area 1. Select homes. Community Highlights ✧  Minutes to Highway 4 & BART access ✧  Sparking pool ✧  Online Payments Available ✧  Laundry facilities ✧  Blocks to shopping and schools Office Hours Monday-Tuesday: 10:00AM-5:00PM Wednesday: 11:00AM-5:00PM Thursday-Friday: 10:00AM-5:00PM Pet Policy Pets not allowed. Income Requirements This affordable housing program is for individuals and families with moderate incomes allowing below market rents for those who qualify. The program is not a subsidized housing program as each resident is responsible for their full amount of rent each month. Rental amounts are based on the pre-set income limits in the geographic area",2BR / 1Ba | 871ft2 | rent period: | monthly | apartment | laundry on site | carport | air conditioning,7
TMLP 13-mo. | Live Life to the Fullest: 1 BR/1 BA with Onsite Retail & Co-Workin,"$4,676",,1,,810,https://sfbay.craigslist.org/pen/apa/d/redwood-city-tmlp-13-mo-live-life-to/7925228897.html,7925228897,2026-04-02T13:04:53-0700,,1405 El Camino Real near Diller St,37.480729,-122.228464,apartment,,attached garage,"Beds: 1 Baths: 1 Square Feet: 810 See our property details here: https://greystar.leasehomenow.com/3rakkm FOR THOSE WHO SEEK MORE Call Now - show contact info x 144 OR Text 144 to show contact info to chat! Total Monthly Leasing Price (TMLP) $4,676.85 (13-month lease) Community Info Highwater features a distinct mix of luxury apartment and penthouse homes in a stylish, amenity-driven building, with a rooftop pool and fitness center – just steps away from downtown Redwood City. Now Open! Residence Features ✩  Samsung Wi-Fi-enabled front load ✩  Undermount kitchen sinks ✩  21-bottle built-in wine cellar [ 1 ] ✩  Waterfall islands ✩  Hardwood-style wide plank flooring ✩  Complimentary in-home Wi-Fi ✩  Brizo kitchen fixtures [ 1 ] ✩  Contemporary pendant lighting ✩  Stainless-steel Smart Samsung appliances ✩  Four unique interior color palettes ✩  Stainless-steel Wi-Fi-enabled Samsung gas range ✩  Stainless-steel Samsung refrigerator w/ Family Hub™ ✩  washer & dryer ✩  Delta kitchen & bath fixtures 1. Only available in select homes Community Features ✩  Pet spa ✩  Bicycle shop & storage ✩  Community co-working spaces ✩  Clubroom lounge with TVs, gaming area & catering kitchen ✩  Business pods ✩  Onsite retail collection ✩  Indoor/Outdoor fitness & wellness studio ✩  Large wall screen digital transit map ✩  Rooftop pool & lounge ✩  Fitness & yoga studio Office Hours Monday-Saturday: 10:00AM-5:00PM Total monthly leasing prices include base rent, all mandatory monthly fees and any user-selected optional fees. Excludes variable or usage-based fees and required charges due at or prior to move-in or at move-out. Floor plans are artist’s rendering. All dimensions are approximate. Actual product and specifications may vary in dimension or detail. Not all features are available in every rental home. Prices and availability are subject to change. Base rent is based on monthly frequency. Additional fees may apply, such as but not limited to package delivery, trash, water, amenitie",1BR / 1Ba | 810ft2 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d in unit | attached garage | no smoking | EV charging,9
"Large Closets, Recycling Center, Fitness Center, Private Balcony","$2,500",,2,,918,https://sfbay.craigslist.org/eby/apa/d/antioch-large-closets-recycling-center/7925228798.html,7925228798,2026-04-02T13:04:37-0700,,1111 James Donlon Blvd near Contra Loma,37.981687,-121.823000,apartment,,carport,"Twin Creeks Apartments 1111 James Donlon Blvd, Antioch , CA, 94509 Call Now - show contact info x 163 OR Text 163 to show contact info to text us. Follow The Link Below: https://fpi.touraptnow.com/b1tr26 Your Suburban Retreat in Antioch, California 2 bedroom | 2 bath | 918 square feet Features ✓  Air Conditioning ✓  Large Closets ✓  High Ceilings ✓  Private Balcony ✓  Dishwasher ✓  Washer & Dryer Included ✓  High-Speed Internet Access Community Features ✓  On-Site Management ✓  Business Center ✓  Online Rental Payments ✓  Swimming Pool ✓  Business Center ✓  Wi-Fi Available ✓  Clubhouse ✓  Close to Parks ✓  Online Rental Payments ✓  Fitness Center ✓  Wi-Fi Available ✓  On-Site Dog Park ✓  Swimming Pool ✓  Fitness Center ✓  Recycling Center ✓  On-Site Dog Park ✓  Close to Parks ✓  Clubhouse ✓  A Streamlined Suburban Schedule ✓  Recycling Center ✓  On-Site Management Community Info Live a fulfilling, flourishing lifestyle in the San Francisco Bay Area with a modern home at Twin Creeks. Choose from our garden-style one and two bedroom apartments, and revel in easy access to Black Diamond Mines Regional Preserve and all the attractions in Contra Costa County. After a day at work or at play, return to your happy place, a pet-friendly retreat decked out with high ceilings, large closets, and a private balcony. This is the start of your new chapter in Antioch, and it's going to be amazing. Pet Policy Dogs & cats welcome Two pets maximum per apartment Breed and weight restrictions apply Pet deposit and monthly pet rent Have any questions about our pet policy or ready to schedule your tour? Give our leasing team a call today to learn more. Office Hours Monday-Friday: 10:00AM-5:00PM Equal Housing Opportunity 6PZ2Nqknl2",2BR / 2Ba | 918ft2 | rent period: | monthly | cats are OK - purrr | apartment | dogs are OK - wooof | w/d in unit | carport | wheelchair accessible | air conditioning,8
Remodeled and Spacious🌼 Ready To Move-In!,"$2,499",,2,,,https://sfbay.craigslist.org/sby/apa/d/campbell-remodeled-and-spacious-ready/7920835863.html,7920835863,2026-03-12T14:14:35-0700,2026-04-02T13:03:39-0700,,37.298742,-121.952795,apartment,laundry on site,carport,"**ONLY ONE APARTMENT AT THIS LOW PRICE** Welcome to West Village! A charming community where you feel at home. This lovely apartment community offers a convenient location just a few blocks away from Downtown Campbell, Santana Row, Pruneyard, Westfield Mall and major freeways 280, 17, San Tomas Expwy and Campbell School District- please verify. We believe in delivering superior rental experience, one that will leave you completely satisfied with both your apartment and your management. Let us show you all the benefits of our community today! Our spacious two bedrooms are approx. 900 sqft Current offer: Look & Lease Special, call for more details. Features:  Newer Appliances  All electric appliances including refrigerator & stove  Freshly Painted Interior  Updated kitchen and bathroom  Wood Type / Laminate Flooring / Carpet / Tile  Swimming Pool  Assigned Covered Carport  Four Large Washer/Dryer Facilities on-site  Water, Garbage, Sewer Included  Professional Management Team  Responsive Maintenance Team  Online Rental Payment Office hours: Monday to Friday: 10:00am- 5:00pm Saturday: 10:00am-2:00pm * Prices are subject to change, based on availability and qualification of the applicant * Floor plans are artist’s rendering. All dimensions are approximate. Photos are standard. Regular Prices vary from $2,500 to $2,900 Contact us today for the most up-to-date information! ONLY ONE APARTMENT AT THIS LOW PRICE. FIRST COME FIRST SERVED. Listing offered by: West Village 3206 Loma Verde Dr. San Jose, CA 95117 EQUAL HOUSING OPPORTUNITY",2BR / 1Ba | rent period: | monthly | apartment | laundry on site | carport,14
